Unnamed: 0,price,carat,cut,color,clarity,depth,table,x,y,z
10177,4733,0.18711018711018715,0.0,0.6666666666666666,1.0,0.5277777777777777,0.33333333333333326,0.6154562383612663,0.11290322580645162,0.12924528301886792
16084,6424,0.22661122661122662,0.0,0.6666666666666666,0.8571428571428571,0.5444444444444445,0.36111111111111094,0.6480446927374302,0.11765704584040747,0.13679245283018868
13421,5510,0.2079002079002079,1.0,0.8333333333333333,0.8571428571428571,0.5027777777777778,0.4166666666666665,0.6405959031657356,0.11544991511035654,0.13144654088050314
20408,8770,0.2702702702702703,0.0,0.3333333333333333,0.8571428571428571,0.497222222222222,0.36111111111111094,0.6918063314711359,0.12495755517826826,0.14150943396226415
8910,4493,0.14553014553014554,0.5,0.3333333333333333,0.5714285714285714,0.5194444444444444,0.38888888888888884,0.574487895716946,0.10543293718166384,0.12012578616352201
35891,918,0.02494802494802495,0.0,0.5,0.14285714285714285,0.5194444444444444,0.3055555555555556,0.40875232774674114,0.07504244482173175,0.08553459119496856
32335,789,0.02079002079002079,0.5,0.6666666666666666,0.14285714285714285,0.5527777777777776,0.4166666666666665,0.3966480446927374,0.07283531409168081,0.08459119496855345
514,2823,0.08523908523908524,0.0,0.0,0.2857142857142857,0.5083333333333331,0.3055555555555556,0.5130353817504655,0.09490662139219015,0.10691823899371068
27681,18705,0.37629937629937626,1.0,0.5,1.0,0.5055555555555555,0.3944444444444444,0.7523277467411545,0.13820033955857386,0.15628930817610062
43598,507,0.02286902286902287,0.0,0.8333333333333333,0.42857142857142855,0.5055555555555555,0.33333333333333326,0.4068901303538175,0.07453310696095077,0.08427672955974844
47610,1880,0.09147609147609148,0.0,0.6666666666666666,0.8571428571428571,0.5194444444444444,0.33333333333333326,0.515828677839851,0.09456706281833617,0.10786163522012579
36247,935,0.04365904365904366,0.0,0.0,0.5714285714285714,0.5166666666666666,0.33333333333333326,0.44227188081936686,0.08132427843803057,0.09245283018867924
47547,1872,0.06652806652806653,0.0,0.3333333333333333,0.42857142857142855,0.5277777777777777,0.38888888888888884,0.48044692737430167,0.08709677419354839,0.10031446540880502
36802,956,0.02079002079002079,1.0,0.5,0.14285714285714285,0.5,0.5277777777777777,0.404096834264432,0.0733446519524618,0.08301886792452831
2084,3111,0.1683991683991684,0.25,0.6666666666666666,1.0,0.5861111111111108,0.36111111111111094,0.5931098696461825,0.10696095076400679,0.12767295597484277
26669,16499,0.37629937629937626,1.0,0.8333333333333333,0.8571428571428571,0.5138888888888888,0.4722222222222221,0.7560521415270017,0.13599320882852292,0.1559748427672956
36733,954,0.02494802494802495,0.0,0.5,0.14285714285714285,0.48611111111111094,0.38888888888888884,0.41154562383612664,0.07538200339558575,0.08427672955974844
19773,8342,0.27234927234927236,0.0,0.8333333333333333,0.8571428571428571,0.5027777777777778,0.4444444444444444,0.6890130353817505,0.12512733446519525,0.14182389937106918
20298,8711,0.4781704781704782,0.75,0.5,0.7142857142857142,0.6138888888888887,0.4444444444444444,0.7960893854748604,0.14244482173174874,0.1738993710691824
52786,2567,0.10395010395010396,0.0,0.5,0.8571428571428571,0.5249999999999999,0.4166666666666665,0.527001862197393,0.09660441426146012,0.11037735849056603
412,555,0.029106029106029108,0.0,0.8333333333333333,0.42857142857142855,0.5277777777777777,0.36111111111111094,0.41899441340782123,0.0769100169779287,0.0880503144654088
27598,18445,0.31185031185031187,0.0,0.5,0.0,0.5,0.36111111111111094,0.7141527001862197,0.12937181663837014,0.14654088050314465
19938,8486,0.2079002079002079,0.0,0.3333333333333333,0.5714285714285714,0.536111111111111,0.33333333333333326,0.6359404096834265,0.11528013582342955,0.13333333333333333
37487,984,0.031185031185031187,1.0,0.0,0.5714285714285714,0.5305555555555554,0.4444444444444444,0.41806331471135944,0.07572156196943973,0.08742138364779874
34300,858,0.033264033264033266,0.5,0.5,0.2857142857142857,0.45833333333333326,0.36111111111111094,0.43575418994413406,0.0803056027164686,0.0880503144654088
